"id","blsid","title","source","is_primary","is_delta","is_adjusted","delta_id"
1983,"SMS24000003000000001-DELTA","Maryland, Manufacturing, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
1984,"SMS24000006500000001-DELTA","Maryland, Education and Health Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
1985,"SMU24000006500000001-DELTA","Maryland, Education and Health Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1986,"SMU24000007000000001-DELTA","Maryland, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1987,"SMS24000007000000001-DELTA","Maryland, Leisure and Hospitality, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
1988,"SMU24000008000000001-DELTA","Maryland, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1989,"SMU24000003000000001-DELTA","Maryland, Manufacturing, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1990,"SMS24000001500000001-DELTA","Maryland, Mining, Logging, and Construction, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
637,"SMS24000001500000001","Maryland, Mining, Logging, and Construction, Seasonally adjusted - labor force","CESSM",t,f,t,1990
1991,"SMS24000000000000001-DELTA","Maryland, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
1992,"SMU24000005500000001-DELTA","Maryland, Financial Activities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1993,"SMS24000008000000001-DELTA","Maryland, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
1994,"SMU24000009000000001-DELTA","Maryland, Government, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1995,"SMS22000001000000001-DELTA","Louisiana, Mining and Logging, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
1996,"SMU22000004000000001-DELTA","Louisiana, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1997,"SMU22000005500000001-DELTA","Louisiana, Financial Activities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1998,"SMU22000006000000001-DELTA","Louisiana, Professional and Business Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
1999,"SMS22000005500000001-DELTA","Louisiana, Financial Activities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2000,"SMS22000002000000001-DELTA","Louisiana, Construction, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2001,"SMS22000009000000001-DELTA","Louisiana, Government, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2002,"SMU22000003000000001-DELTA","Louisiana, Manufacturing, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2003,"SMU22000006500000001-DELTA","Louisiana, Education and Health Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2004,"SMU22000007000000001-DELTA","Louisiana, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2005,"SMU22000000000000001-DELTA","Louisiana, Total Nonfarm, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2006,"SMU22000002000000001-DELTA","Louisiana, Construction, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2007,"SMS22000006000000001-DELTA","Louisiana, Professional and Business Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
654,"SMS22000006000000001","Louisiana, Professional and Business Services, Seasonally adjusted - labor force","CESSM",t,f,t,2007
2008,"SMS22000004000000001-DELTA","Louisiana, Trade, Transportation, and Utilities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2009,"SMU22000008000000001-DELTA","Louisiana, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2010,"SMS22000000000000001-DELTA","Louisiana, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
657,"SMS22000000000000001","Louisiana, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2010
2011,"SMU22000001000000001-DELTA","Louisiana, Mining and Logging, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2012,"SMU22000005000000001-DELTA","Louisiana, Information, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2013,"SMS22000006500000001-DELTA","Louisiana, Education and Health Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2014,"SMS22000007000000001-DELTA","Louisiana, Leisure and Hospitality, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2015,"SMS22000008000000001-DELTA","Louisiana, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
662,"SMS22000008000000001","Louisiana, Other Services, Seasonally adjusted - labor force","CESSM",t,f,t,2015
2016,"SMS22000003000000001-DELTA","Louisiana, Manufacturing, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2017,"SMU22000009000000001-DELTA","Louisiana, Government, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2018,"SMU16000006000000001-DELTA","Idaho, Professional and Business Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2019,"SMS16000000000000001-DELTA","Idaho, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2020,"SMU16000003000000001-DELTA","Idaho, Manufacturing, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2021,"SMU16000006500000001-DELTA","Idaho, Education and Health Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2022,"SMS16000003000000001-DELTA","Idaho, Manufacturing, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2023,"SMU16000002000000001-DELTA","Idaho, Construction, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2024,"SMS16000001000000001-DELTA","Idaho, Mining and Logging, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2025,"SMU16000004000000001-DELTA","Idaho, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2026,"SMU16000009000000001-DELTA","Idaho, Government, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2027,"SMU16000005500000001-DELTA","Idaho, Financial Activities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
675,"SMU16000005500000001","Idaho, Financial Activities, Not seasonally adjusted - labor force","CESSM",t,f,f,2027
2028,"SMS16000002000000001-DELTA","Idaho, Construction, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2029,"SMS16000006000000001-DELTA","Idaho, Professional and Business Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2030,"SMU16000001000000001-DELTA","Idaho, Mining and Logging, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2031,"SMS16000005500000001-DELTA","Idaho, Financial Activities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2032,"SMU16000005000000001-DELTA","Idaho, Information, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2033,"SMU16000008000000001-DELTA","Idaho, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2034,"SMS16000004000000001-DELTA","Idaho, Trade, Transportation, and Utilities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2035,"SMU16000007000000001-DELTA","Idaho, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2036,"SMS16000008000000001-DELTA","Idaho, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2037,"SMS16000007000000001-DELTA","Idaho, Leisure and Hospitality, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2038,"SMS16000006500000001-DELTA","Idaho, Education and Health Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2039,"SMU16000000000000001-DELTA","Idaho, Total Nonfarm, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2040,"SMS04000007000000001-DELTA","Arizona, Leisure and Hospitality, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2041,"SMU04000006000000001-DELTA","Arizona, Professional and Business Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
689,"SMU04000006000000001","Arizona, Professional and Business Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2041
2042,"SMS04000006500000001-DELTA","Arizona, Education and Health Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2043,"SMS04000008000000001-DELTA","Arizona, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2044,"SMU04000007000000001-DELTA","Arizona, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2045,"SMS04000002000000001-DELTA","Arizona, Construction, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2046,"SMU04000001000000001-DELTA","Arizona, Mining and Logging, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2047,"SMS04000006000000001-DELTA","Arizona, Professional and Business Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2048,"SMS04000004000000001-DELTA","Arizona, Trade, Transportation, and Utilities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2049,"SMU04000005500000001-DELTA","Arizona, Financial Activities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2050,"SMS04000003000000001-DELTA","Arizona, Manufacturing, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2051,"SMU04000004000000001-DELTA","Arizona, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2052,"SMU04000000000000001-DELTA","Arizona, Total Nonfarm, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2053,"SMU04000002000000001-DELTA","Arizona, Construction, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2054,"SMU04000009000000001-DELTA","Arizona, Government, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2055,"SMS04000005000000001-DELTA","Arizona, Information, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2056,"SMU04000005000000001-DELTA","Arizona, Information, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2057,"SMU04000006500000001-DELTA","Arizona, Education and Health Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
705,"SMU04000006500000001","Arizona, Education and Health Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2057
2058,"SMS04000009000000001-DELTA","Arizona, Government, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2059,"SMS04000000000000001-DELTA","Arizona, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2060,"SMS04000005500000001-DELTA","Arizona, Financial Activities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2061,"SMU04000003000000001-DELTA","Arizona, Manufacturing, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2062,"SMS04000001000000001-DELTA","Arizona, Mining and Logging, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2063,"SMU04000008000000001-DELTA","Arizona, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2064,"SMS19000005500000001-DELTA","Iowa, Financial Activities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2065,"SMS19000009000000001-DELTA","Iowa, Government, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2066,"SMS19000004000000001-DELTA","Iowa, Trade, Transportation, and Utilities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2067,"SMU19000003000000001-DELTA","Iowa, Manufacturing, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2068,"SMS19000006000000001-DELTA","Iowa, Professional and Business Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2069,"SMU19000006000000001-DELTA","Iowa, Professional and Business Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2070,"SMS19000008000000001-DELTA","Iowa, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2071,"SMS19000005000000001-DELTA","Iowa, Information, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2072,"SMU19000000000000001-DELTA","Iowa, Total Nonfarm, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
720,"SMU19000000000000001","Iowa, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2072
2073,"SMS19000001000000001-DELTA","Iowa, Mining and Logging, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2074,"SMU19000006500000001-DELTA","Iowa, Education and Health Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2075,"SMU19000007000000001-DELTA","Iowa, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2076,"SMS19000000000000001-DELTA","Iowa, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2077,"SMS19000003000000001-DELTA","Iowa, Manufacturing, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2078,"SMU19000002000000001-DELTA","Iowa, Construction, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2079,"SMU19000001000000001-DELTA","Iowa, Mining and Logging, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2080,"SMS19000002000000001-DELTA","Iowa, Construction, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2081,"SMU19000005500000001-DELTA","Iowa, Financial Activities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2082,"SMU19000008000000001-DELTA","Iowa, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2083,"SMS19000007000000001-DELTA","Iowa, Leisure and Hospitality, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2084,"SMU19000004000000001-DELTA","Iowa, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
732,"SMU19000004000000001","Iowa, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force","CESSM",t,f,f,2084
2085,"SMS19000006500000001-DELTA","Iowa, Education and Health Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2086,"SMU19000009000000001-DELTA","Iowa, Government, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2087,"SMU19000005000000001-DELTA","Iowa, Information, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2088,"SMS36000007000000001-DELTA","New York, Leisure and Hospitality, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2089,"SMU36000006500000001-DELTA","New York, Education and Health Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2090,"SMU36000007000000001-DELTA","New York, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2091,"SMU36000005000000001-DELTA","New York, Information, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2092,"SMS36000006000000001-DELTA","New York, Professional and Business Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2093,"SMS36000000000000001-DELTA","New York, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2094,"SMU36000006000000001-DELTA","New York, Professional and Business Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2095,"SMU36000002000000001-DELTA","New York, Construction, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2096,"SMS36000005000000001-DELTA","New York, Information, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2097,"SMU36000009000000001-DELTA","New York, Government, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2098,"SMS36000001000000001-DELTA","New York, Mining and Logging, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2099,"SMS36000003000000001-DELTA","New York, Manufacturing, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2100,"SMS36000008000000001-DELTA","New York, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2101,"SMU36000003000000001-DELTA","New York, Manufacturing, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
749,"SMU36000003000000001","New York, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2101
2102,"SMU36000001000000001-DELTA","New York, Mining and Logging, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2103,"SMS36000005500000001-DELTA","New York, Financial Activities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2104,"SMS36000004000000001-DELTA","New York, Trade, Transportation, and Utilities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2105,"SMU36000008000000001-DELTA","New York, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2106,"SMS36000009000000001-DELTA","New York, Government, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2107,"SMU36000004000000001-DELTA","New York, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2108,"SMS36000002000000001-DELTA","New York, Construction, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2109,"SMU36000005500000001-DELTA","New York, Financial Activities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2110,"SMS36000006500000001-DELTA","New York, Education and Health Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2111,"SMU36000000000000001-DELTA","New York, Total Nonfarm, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2112,"SMU26000007000000001-DELTA","Michigan, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2113,"SMS26000005000000001-DELTA","Michigan, Information, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2114,"SMU26000006500000001-DELTA","Michigan, Education and Health Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
762,"SMU26000006500000001","Michigan, Education and Health Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2114
2115,"SMS26000009000000001-DELTA","Michigan, Government, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2116,"SMU26000003000000001-DELTA","Michigan, Manufacturing, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2117,"SMS26000006000000001-DELTA","Michigan, Professional and Business Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2118,"SMU26000005500000001-DELTA","Michigan, Financial Activities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2119,"SMU26000009000000001-DELTA","Michigan, Government, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2120,"SMS26000005500000001-DELTA","Michigan, Financial Activities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2121,"SMU26000004000000001-DELTA","Michigan, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2122,"SMU26000006000000001-DELTA","Michigan, Professional and Business Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2123,"SMS26000001000000001-DELTA","Michigan, Mining and Logging, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2124,"SMS26000008000000001-DELTA","Michigan, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2125,"SMU26000008000000001-DELTA","Michigan, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2126,"SMU26000005000000001-DELTA","Michigan, Information, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2127,"SMU26000001000000001-DELTA","Michigan, Mining and Logging, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2128,"SMS26000002000000001-DELTA","Michigan, Construction, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2129,"SMS26000000000000001-DELTA","Michigan, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2130,"SMS26000004000000001-DELTA","Michigan, Trade, Transportation, and Utilities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
778,"SMS26000004000000001","Michigan, Trade, Transportation, and Utilities, Seasonally adjusted - labor force","CESSM",t,f,t,2130
2131,"SMU26000000000000001-DELTA","Michigan, Total Nonfarm, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2132,"SMU26000002000000001-DELTA","Michigan, Construction, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2133,"SMS26000003000000001-DELTA","Michigan, Manufacturing, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
781,"SMS26000003000000001","Michigan, Manufacturing, Seasonally adjusted - labor force","CESSM",t,f,t,2133
2134,"SMS26000007000000001-DELTA","Michigan, Leisure and Hospitality, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2135,"SMS26000006500000001-DELTA","Michigan, Education and Health Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2136,"SMS20000005500000001-DELTA","Kansas, Financial Activities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2137,"SMU20000005500000001-DELTA","Kansas, Financial Activities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2138,"SMS20000000000000001-DELTA","Kansas, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2139,"SMS20000002000000001-DELTA","Kansas, Construction, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2140,"SMU20000001000000001-DELTA","Kansas, Mining and Logging, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2141,"SMU20000008000000001-DELTA","Kansas, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2142,"SMS20000007000000001-DELTA","Kansas, Leisure and Hospitality, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
790,"SMS20000007000000001","Kansas, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2142
2143,"SMS20000006500000001-DELTA","Kansas, Education and Health Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2144,"SMU20000002000000001-DELTA","Kansas, Construction, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2145,"SMS20000003000000001-DELTA","Kansas, Manufacturing, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2146,"SMU20000000000000001-DELTA","Kansas, Total Nonfarm, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2147,"SMU20000004000000001-DELTA","Kansas, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2148,"SMS20000009000000001-DELTA","Kansas, Government, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2149,"SMS20000004000000001-DELTA","Kansas, Trade, Transportation, and Utilities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2150,"SMS20000006000000001-DELTA","Kansas, Professional and Business Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2151,"SMU20000003000000001-DELTA","Kansas, Manufacturing, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2152,"SMU20000007000000001-DELTA","Kansas, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2153,"SMU20000006500000001-DELTA","Kansas, Education and Health Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2154,"SMS20000008000000001-DELTA","Kansas, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2155,"SMS20000005000000001-DELTA","Kansas, Information, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2156,"SMU20000005000000001-DELTA","Kansas, Information, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
804,"SMU20000005000000001","Kansas, Information, Not seasonally adjusted - labor force","CESSM",t,f,f,2156
2157,"SMS20000001000000001-DELTA","Kansas, Mining and Logging, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2158,"SMU20000009000000001-DELTA","Kansas, Government, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2159,"SMU20000006000000001-DELTA","Kansas, Professional and Business Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2160,"SMS49000000000000001-DELTA","Utah, Total Nonfarm, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2161,"SMS49000009000000001-DELTA","Utah, Government, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2162,"SMU49000008000000001-DELTA","Utah, Other Services, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2163,"SMS49000005500000001-DELTA","Utah, Financial Activities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2164,"SMU49000005000000001-DELTA","Utah, Information, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
2165,"SMS49000004000000001-DELTA","Utah, Trade, Transportation, and Utilities, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2166,"SMS49000008000000001-DELTA","Utah, Other Services, Seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,t,
2167,"SMU49000007000000001-DELTA","Utah, Leisure and Hospitality, Not seasonally adjusted - labor force [percent change]","CESSM-ANALYSIS",f,t,f,
